@relation amazonReview
@attribute "e" numeric
@attribute "t" numeric
@attribute "a" numeric
@attribute "o" numeric
@attribute "i" numeric
@attribute "s" numeric
@attribute "n" numeric
@attribute "r" numeric
@attribute "h" numeric
@attribute "l" numeric
@attribute "d" numeric
@attribute "c" numeric
@attribute "u" numeric
@attribute "m" numeric
@attribute "f" numeric
@attribute "g" numeric
@attribute "y" numeric
@attribute "p" numeric
@attribute "w" numeric
@attribute "b" numeric
@attribute "v" numeric
@attribute "k" numeric
@attribute "x" numeric
@attribute "j" numeric
@attribute "z" numeric
@attribute "q" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
152,131,104,88,88,86,76,75,77,53,40,38,44,47,29,28,26,41,17,19,15,10,1,2,3,1,Comdet
104,103,82,83,67,89,56,53,44,27,44,31,38,11,17,21,26,29,17,18,7,9,1,1,1,0,Comdet
98,108,69,76,95,48,60,52,38,35,25,30,19,16,24,10,18,12,18,13,11,8,0,0,1,1,Comdet
146,123,100,91,115,89,82,77,56,60,45,44,46,36,22,26,25,38,26,29,17,10,1,3,2,5,Comdet
156,125,102,101,81,90,72,69,75,45,47,50,35,21,23,17,29,27,24,15,14,10,5,2,2,2,Comdet
154,115,80,91,83,72,72,72,66,64,58,27,49,30,25,18,27,33,22,22,9,10,3,0,4,3,Comdet
106,90,68,75,56,48,59,40,49,48,36,26,29,29,20,18,22,16,23,11,9,3,3,1,2,0,Comdet
100,82,89,65,71,50,68,47,40,38,45,17,22,27,13,18,16,21,22,11,13,9,0,0,1,0,Comdet
113,117,86,118,86,78,62,50,59,37,30,43,25,18,21,21,14,44,11,23,9,11,6,1,0,2,Comdet
121,92,62,76,55,56,43,57,41,31,29,26,33,21,27,14,27,18,14,17,15,14,2,1,2,0,Comdet
139,156,117,106,85,96,77,68,76,59,40,31,41,29,23,27,34,21,28,16,8,11,2,3,3,1,Comdet
131,103,83,91,80,71,64,53,52,52,38,38,29,21,21,22,19,29,22,22,14,11,8,3,3,1,Comdet
122,92,82,75,63,69,57,60,65,42,32,31,23,27,18,15,25,21,18,16,9,9,1,0,0,2,Comdet
128,123,76,132,104,104,68,55,60,52,45,48,35,33,27,22,22,35,25,32,12,19,5,1,0,0,Comdet
168,132,78,96,85,91,81,65,48,43,40,43,38,33,31,19,25,28,19,23,14,4,2,3,0,0,Comdet
146,129,90,94,83,84,72,51,61,70,29,35,44,22,23,13,21,21,20,14,14,21,1,2,5,1,Comdet
178,146,88,79,97,114,81,76,100,64,42,39,47,19,31,18,21,26,31,13,8,18,2,3,0,0,Comdet
155,125,105,94,93,98,82,50,71,65,49,37,41,32,28,19,25,36,23,30,10,22,6,0,2,2,Comdet
148,134,76,96,94,90,70,56,56,47,51,41,39,17,26,14,20,41,24,21,7,14,1,0,1,4,Comdet
149,127,102,95,103,71,88,91,57,49,39,35,45,27,38,23,36,21,21,17,21,4,2,1,1,1,Comdet
155,143,114,113,82,72,73,92,61,57,45,30,47,26,38,27,32,32,14,17,12,8,2,1,1,1,Comdet
119,102,73,69,64,55,55,48,54,54,36,30,29,25,21,13,16,29,19,17,10,12,3,0,1,2,Comdet
117,120,71,84,77,66,64,63,57,44,46,37,32,19,21,32,18,20,20,8,6,8,1,1,0,2,Comdet
172,113,93,66,75,105,87,79,55,78,41,52,54,21,41,32,21,17,23,17,13,12,0,2,3,0,Comdet
176,120,133,113,72,105,79,101,82,76,64,34,35,36,31,21,28,31,27,29,11,12,5,4,2,2,Comdet
148,110,118,112,70,80,68,83,54,69,42,44,45,29,28,25,27,38,21,17,17,10,2,0,3,3,Comdet
150,101,96,74,84,70,62,69,69,60,63,21,21,28,24,21,15,25,24,18,8,10,3,2,2,1,Comdet
172,163,95,118,98,89,85,68,62,72,52,59,44,18,24,25,25,39,25,37,10,22,2,1,0,0,Comdet
124,103,86,91,68,92,68,62,55,53,35,16,44,9,24,23,22,16,20,19,10,6,0,2,0,1,Comdet
132,142,93,102,84,78,67,63,61,64,45,41,36,21,19,28,25,26,21,20,17,18,2,1,1,1,Comdet
160,143,100,111,105,86,79,79,52,49,43,31,48,31,35,25,24,37,23,19,20,10,1,1,0,2,Comdet
167,141,111,114,87,90,88,67,61,63,50,44,46,29,30,23,22,48,28,24,14,12,11,2,0,2,Comdet
109,86,83,100,74,74,71,59,34,34,27,37,28,28,19,23,10,33,10,15,7,8,1,0,0,2,Comdet
183,148,131,104,87,95,89,73,83,62,49,43,34,27,24,25,30,19,24,22,30,8,3,0,3,0,Comdet
118,112,95,83,68,71,58,64,67,45,32,38,36,24,19,21,23,25,17,28,17,8,2,3,0,0,Comdet
164,132,62,102,88,84,55,71,47,39,31,49,49,29,19,18,23,31,18,23,16,13,2,2,2,0,Comdet
157,130,101,81,96,81,67,92,62,44,40,33,45,23,28,21,37,28,19,18,13,10,4,2,0,2,Comdet
155,111,77,100,64,73,69,64,48,50,42,31,47,20,22,18,25,22,20,11,25,10,2,4,0,1,Comdet
91,102,75,82,76,59,56,62,42,33,35,26,41,24,15,31,21,12,23,9,9,8,6,2,1,1,Comdet
118,98,75,81,66,62,65,49,56,41,38,39,36,15,22,16,29,19,25,17,12,14,1,0,2,3,Comdet
137,94,90,73,91,72,77,86,61,50,25,33,20,46,32,27,20,26,15,12,15,7,1,1,1,0,Comdet
154,134,114,108,102,86,79,76,50,49,48,45,40,29,31,14,41,38,28,17,19,18,1,2,0,2,Comdet
94,91,79,82,75,82,59,44,48,53,43,29,30,22,13,13,26,32,16,23,9,11,2,1,0,3,Comdet
144,130,97,92,114,73,88,89,51,53,38,36,50,28,42,22,32,23,23,19,20,2,2,2,1,1,Comdet
171,141,104,104,104,84,91,88,80,67,53,32,39,40,29,42,22,21,32,24,17,7,0,2,0,1,Comdet
112,110,82,76,65,76,49,52,57,42,36,32,24,26,19,13,22,19,18,7,16,8,0,1,1,0,Comdet
97,98,76,84,68,68,49,60,47,46,25,32,36,41,22,22,29,21,15,15,2,5,1,2,1,0,Comdet
141,119,105,85,86,86,84,59,49,52,41,30,35,23,24,32,32,34,20,28,3,14,5,1,2,2,Comdet
160,113,108,104,86,91,74,76,74,63,56,40,48,32,24,26,37,41,33,30,11,27,2,2,0,2,Comdet
165,155,106,91,104,74,72,96,77,71,49,42,40,47,19,28,31,25,18,28,22,3,1,3,1,6,Comdet
41,40,31,35,39,27,29,23,35,23,17,16,12,12,10,7,8,1,8,7,4,1,0,1,0,0,Corn
99,72,55,61,52,38,47,50,34,40,24,16,23,11,16,29,15,14,23,10,7,10,0,1,0,0,Corn
152,100,97,101,89,89,77,78,70,53,36,29,31,22,34,12,18,24,21,16,13,6,3,0,7,3,Corn
136,79,58,93,89,77,66,64,39,37,47,34,23,18,32,11,10,17,16,25,11,11,0,0,0,0,Corn
121,101,61,82,79,48,74,55,49,29,30,36,18,24,20,24,12,17,14,19,10,7,4,1,0,1,Corn
161,116,110,114,80,81,82,76,80,56,68,18,26,41,32,33,20,22,25,27,19,15,1,1,0,0,Corn
99,60,58,59,57,45,48,42,38,30,31,24,22,21,16,13,17,11,13,14,3,10,1,2,0,1,Corn
146,117,99,103,91,74,83,59,74,60,41,42,39,30,23,26,26,16,13,33,24,17,1,3,0,1,Corn
163,121,114,110,105,88,93,75,79,45,45,39,24,37,35,35,19,23,21,21,12,11,1,0,0,0,Corn
121,86,95,91,66,67,80,53,56,47,39,24,26,26,18,17,23,16,26,28,16,15,4,3,0,0,Corn
97,71,56,69,69,47,53,52,39,33,31,25,17,21,27,21,11,15,14,10,14,9,0,2,1,0,Corn
131,102,84,105,71,68,70,63,69,42,30,41,33,21,37,19,31,29,23,28,12,21,2,0,0,1,Corn
128,87,75,86,78,72,70,52,64,31,47,39,32,23,18,17,8,17,16,17,15,8,0,2,1,0,Corn
107,80,62,69,78,50,59,35,36,43,32,21,23,24,13,9,20,19,13,15,21,8,1,2,1,1,Corn
38,37,31,30,36,32,35,16,17,18,16,13,14,7,8,14,11,7,4,11,6,5,0,0,0,0,Corn
82,56,58,65,42,37,47,37,33,23,29,22,18,11,14,6,19,14,13,15,8,5,7,1,0,1,Corn
113,87,64,77,53,58,51,63,37,35,28,41,30,24,21,18,13,23,18,14,4,6,0,1,0,1,Corn
119,91,77,85,100,65,65,59,58,51,52,34,20,23,23,22,23,21,24,24,12,9,1,3,0,1,Corn
173,116,95,116,92,104,99,78,68,38,54,40,26,40,27,34,29,26,29,26,24,9,2,2,0,1,Corn
104,77,74,62,76,50,57,49,40,35,30,19,28,23,19,22,18,20,20,16,9,7,2,2,0,0,Corn
68,65,52,43,30,35,35,26,18,23,19,17,24,14,9,2,18,9,12,21,1,4,3,0,0,1,Corn
132,122,108,83,91,79,67,55,68,37,40,33,30,30,33,24,32,18,24,26,18,7,0,1,1,0,Corn
89,69,43,42,47,42,37,44,37,17,26,19,11,6,10,10,12,10,16,6,1,6,1,0,0,0,Corn
134,150,114,100,110,83,107,54,82,32,58,27,39,35,23,29,11,18,19,27,16,19,1,4,0,0,Corn
128,96,96,101,82,80,68,58,58,49,38,23,30,29,28,33,23,39,28,25,6,11,2,3,4,0,Corn
148,142,104,119,109,77,91,78,57,46,55,40,54,26,30,21,38,37,18,24,16,9,4,1,0,1,Corn
148,135,111,110,96,83,80,58,75,63,39,26,31,36,23,31,29,21,29,37,10,15,2,4,0,0,Corn
135,108,110,97,109,73,77,80,64,58,32,32,38,37,24,33,27,31,22,28,12,9,1,1,2,0,Corn
136,118,75,84,61,60,76,64,64,41,33,26,30,29,16,26,29,20,17,16,14,8,2,1,0,0,Corn
79,74,64,68,61,53,52,39,37,36,29,22,30,15,15,14,21,8,23,22,7,15,1,2,1,0,Corn
74,76,62,60,62,40,44,43,49,34,21,21,34,18,19,14,25,12,14,19,5,7,0,2,0,1,Corn
102,85,70,97,62,66,60,52,56,29,36,40,21,21,20,17,11,18,19,11,11,12,1,0,3,1,Corn
76,58,54,50,47,41,55,40,38,25,39,20,25,18,14,13,21,12,14,5,19,4,0,1,1,0,Corn
100,92,79,91,64,76,47,54,34,34,40,28,41,25,17,15,27,28,29,13,8,6,2,3,0,1,Corn
124,127,90,100,86,82,61,75,65,37,43,30,28,19,29,27,33,22,20,13,8,7,2,1,0,0,Corn
66,54,35,51,48,32,33,31,26,29,27,14,17,10,11,13,14,13,13,7,7,6,0,1,1,2,Corn
117,96,83,101,65,41,73,59,59,58,37,27,30,31,12,32,23,23,27,18,17,7,2,0,0,0,Corn
91,70,62,69,54,55,60,42,38,35,25,22,23,30,13,21,17,14,14,16,6,9,0,5,0,0,Corn
97,78,55,60,70,58,52,49,42,21,29,22,26,22,19,11,10,17,17,10,9,2,2,1,0,2,Corn
133,84,69,83,63,55,64,63,49,32,31,23,27,14,16,15,27,28,29,16,17,9,0,1,1,1,Corn
149,103,93,103,78,82,73,69,50,42,50,51,41,24,17,29,31,28,24,22,14,10,3,1,2,1,Corn
111,86,91,88,82,80,50,61,41,43,52,36,37,21,32,20,27,35,18,15,14,7,3,0,0,3,Corn
146,115,101,99,102,94,80,72,62,57,38,32,28,37,24,25,25,31,25,29,10,11,2,3,0,1,Corn
72,48,43,26,45,26,33,27,21,26,18,13,10,8,12,11,14,10,16,5,11,4,2,2,2,1,Corn
154,108,97,108,85,73,89,77,58,46,27,24,33,23,22,37,26,28,32,25,18,7,0,1,5,1,Corn
125,89,83,78,76,63,81,51,51,42,44,29,27,27,21,26,19,20,21,14,9,13,3,1,0,2,Corn
172,126,97,97,99,70,92,57,65,52,63,45,37,28,21,30,25,37,28,11,10,13,4,1,2,1,Corn
125,111,81,89,68,63,70,61,48,49,35,28,40,36,18,22,20,29,25,11,10,8,0,2,1,1,Corn
136,102,93,85,82,69,81,67,63,55,50,34,37,20,27,20,28,20,17,21,13,14,1,1,0,3,Corn
138,138,95,92,98,80,85,68,49,48,51,26,37,29,21,11,26,19,31,17,9,9,3,2,0,3,Corn
163,125,109,113,104,100,90,67,61,61,54,39,52,34,34,25,26,18,21,21,11,18,3,5,1,0,Cruiser
135,96,62,102,72,61,67,62,45,40,53,34,31,14,31,33,19,23,14,14,5,9,2,6,1,0,Cruiser
155,192,132,140,128,100,95,89,89,79,54,33,53,24,32,34,32,28,33,27,16,22,2,3,2,2,Cruiser
139,109,86,77,68,56,55,66,68,46,33,24,32,34,30,32,24,12,24,21,24,4,0,1,0,1,Cruiser
172,125,138,119,104,68,95,83,71,62,64,50,37,48,64,34,30,26,24,20,22,15,1,2,4,0,Cruiser
143,137,95,112,96,85,89,58,67,42,39,33,32,34,35,27,30,20,27,17,12,7,1,3,2,0,Cruiser
123,111,93,107,69,76,69,60,55,40,41,30,46,30,27,21,26,20,21,21,7,12,10,3,0,0,Cruiser
178,111,115,98,84,93,89,71,81,55,56,35,27,45,29,37,26,29,28,23,12,8,3,2,0,0,Cruiser
153,120,105,102,99,65,84,76,70,50,56,39,37,28,32,26,28,21,30,25,16,17,5,5,1,0,Cruiser
99,88,73,64,88,69,71,55,45,32,32,26,34,27,28,23,17,17,10,12,13,22,2,2,3,0,Cruiser
85,84,71,50,47,65,28,39,47,31,26,15,31,25,15,8,10,16,9,17,6,4,3,1,0,0,Cruiser
116,87,73,67,100,83,68,41,53,38,26,25,34,18,28,20,21,17,13,12,16,22,2,4,1,2,Cruiser
112,106,78,117,70,61,80,58,67,42,38,19,50,21,28,20,29,11,24,22,10,16,0,4,0,1,Cruiser
114,95,70,66,70,65,55,55,43,24,26,20,14,26,29,11,24,11,22,12,11,12,0,2,0,1,Cruiser
154,129,120,108,106,104,93,79,71,48,57,39,52,24,28,28,37,26,33,16,25,14,1,2,1,1,Cruiser
152,99,88,67,54,55,49,65,46,47,29,29,27,25,21,21,27,13,6,29,16,11,4,1,4,1,Cruiser
179,136,135,123,112,102,97,93,90,76,61,35,38,31,48,23,33,19,38,30,17,14,2,9,2,1,Cruiser
101,106,77,117,77,53,68,40,48,43,36,21,39,19,26,35,22,19,21,23,6,15,1,2,0,3,Cruiser
165,162,135,131,118,105,131,69,71,55,71,51,43,29,31,24,34,15,23,26,12,10,2,2,0,0,Cruiser
147,123,88,94,96,72,79,64,56,55,34,22,34,29,25,22,33,22,31,14,12,7,3,4,0,0,Cruiser
194,166,110,121,103,110,85,84,82,70,36,42,23,44,29,20,29,17,25,13,25,16,0,3,0,0,Cruiser
61,44,25,45,48,41,33,29,30,23,17,13,15,10,12,18,4,12,12,9,3,4,2,0,1,1,Cruiser
175,155,100,137,97,102,83,75,96,49,43,17,24,35,35,30,17,14,34,17,11,15,0,1,3,1,Cruiser
114,93,83,80,52,69,48,44,60,53,33,33,27,29,8,16,15,10,23,15,12,11,0,3,0,0,Cruiser
84,59,48,29,38,43,34,23,22,17,23,11,18,8,13,17,6,4,7,8,6,7,0,2,0,0,Cruiser
128,135,86,109,96,74,66,69,62,41,59,52,48,34,21,13,27,31,25,20,29,3,1,0,1,1,Cruiser
172,109,112,117,100,133,94,94,78,49,46,44,43,33,24,28,14,29,19,25,19,9,7,2,0,0,Cruiser
76,46,41,40,28,38,34,30,23,25,15,12,27,11,7,9,20,13,14,7,7,11,1,1,0,0,Cruiser
175,155,117,151,117,81,129,83,80,50,45,31,45,23,30,38,37,38,30,31,24,24,4,4,1,0,Cruiser
175,168,129,148,129,81,105,79,76,49,49,40,40,33,25,38,32,31,39,38,20,20,3,0,1,0,Cruiser
82,119,62,64,69,58,41,38,67,30,26,39,28,17,19,14,16,24,9,16,9,10,1,2,1,0,Cruiser
39,40,19,25,16,24,8,12,24,4,17,7,14,13,2,5,10,8,3,10,1,1,0,0,1,0,Cruiser
108,114,77,76,60,76,48,57,53,37,28,31,30,10,19,17,20,30,19,15,11,4,1,1,0,0,Cruiser
110,125,68,70,84,66,53,42,69,70,28,27,40,26,16,31,21,16,19,30,8,4,2,0,0,0,Cruiser
79,67,47,51,55,36,52,32,35,22,28,24,19,13,20,11,21,7,8,13,5,5,0,0,0,0,Cruiser
169,108,92,92,88,90,81,60,84,44,55,25,30,32,28,20,16,13,37,24,14,10,3,15,0,1,Cruiser
93,94,63,77,80,54,61,58,48,32,30,21,36,24,23,21,16,14,20,14,15,11,0,3,3,1,Cruiser
74,77,49,54,42,39,41,40,43,19,31,13,36,12,14,17,16,11,12,13,5,3,2,1,0,4,Cruiser
86,93,76,84,68,47,47,43,39,36,51,22,22,15,18,18,14,15,17,26,7,9,0,1,0,0,Cruiser
173,135,119,129,110,101,106,81,105,58,70,32,53,36,35,36,25,31,34,23,11,14,1,5,1,1,Cruiser
73,68,95,68,56,47,39,57,44,26,35,42,17,39,18,25,28,14,16,15,7,2,3,1,3,0,Cruiser
135,116,98,89,79,60,81,64,65,54,43,23,31,30,14,19,23,28,30,19,13,8,0,2,0,0,Cruiser
101,51,68,59,51,59,52,52,35,39,28,32,27,33,19,21,20,9,14,10,9,7,0,2,1,2,Cruiser
116,77,96,77,80,74,64,59,42,39,45,32,19,34,27,17,13,16,24,7,16,6,4,2,6,0,Cruiser
89,65,60,45,54,41,40,39,41,41,26,16,19,15,15,18,18,20,11,7,14,16,3,0,2,2,Cruiser
164,151,110,128,96,83,97,75,74,54,45,28,38,42,37,28,30,33,20,23,14,18,5,2,2,0,Cruiser
42,42,24,33,25,27,18,18,16,17,7,6,13,10,7,6,12,8,11,9,4,3,3,0,0,0,Cruiser
99,84,74,54,54,50,35,45,51,35,23,25,15,22,14,9,21,21,21,11,9,10,3,2,2,0,Cruiser
97,78,72,93,67,64,63,46,50,47,38,11,26,21,14,28,17,6,19,11,9,11,2,2,2,0,Cruiser
151,107,78,92,77,74,73,66,51,37,47,29,43,29,18,32,22,14,20,21,10,10,4,0,3,2,Cruiser
98,71,69,56,57,58,51,49,26,31,35,21,38,20,13,11,25,12,19,9,9,7,7,0,0,0,Cutey
105,83,64,80,85,67,63,46,50,42,31,25,29,36,17,22,28,17,23,11,11,8,0,0,1,0,Cutey
99,88,64,65,65,62,52,48,42,29,35,25,37,15,22,22,13,14,17,8,4,12,2,0,0,0,Cutey
113,97,76,76,74,67,71,57,44,31,32,37,33,28,17,18,24,16,7,16,11,3,2,1,1,1,Cutey
126,109,64,104,87,72,77,62,60,46,39,23,45,30,31,28,33,16,27,15,8,17,5,2,1,1,Cutey
57,45,57,41,50,33,48,27,28,21,23,13,17,8,15,19,13,7,6,11,4,3,1,1,2,0,Cutey
95,75,63,65,51,52,35,48,33,42,20,16,31,18,10,11,23,9,13,11,12,11,1,4,0,0,Cutey
81,68,43,44,53,55,43,28,45,27,18,18,12,14,8,18,11,9,14,11,9,6,1,1,0,0,Cutey
98,93,81,77,52,58,48,43,40,44,39,23,29,18,20,26,29,8,12,16,10,8,1,0,0,1,Cutey
76,54,54,47,53,37,51,38,28,20,25,14,14,23,15,14,18,3,12,6,11,5,2,5,1,0,Cutey
71,84,60,58,59,47,55,30,51,27,27,23,20,18,17,22,19,5,16,6,11,3,0,4,1,2,Cutey
51,43,40,36,34,37,28,19,24,17,14,13,11,12,9,15,8,4,6,6,5,4,0,1,1,0,Cutey
85,55,51,59,53,55,45,23,46,38,23,12,20,17,18,12,22,5,9,10,19,5,0,1,0,0,Cutey
105,76,73,76,50,53,64,52,46,53,42,24,37,8,11,13,33,9,14,15,13,15,2,3,0,1,Cutey
67,48,50,53,45,46,37,35,32,33,23,11,18,12,14,21,18,5,14,12,10,4,1,0,1,1,Cutey
58,67,47,44,47,38,36,25,26,25,19,17,32,9,13,16,17,7,10,7,1,6,1,1,0,1,Cutey
89,80,74,69,61,41,53,37,35,37,44,13,22,13,10,17,28,4,25,8,9,7,2,1,1,0,Cutey
46,49,34,43,53,42,35,28,19,21,23,10,20,9,10,15,16,10,4,16,6,2,0,2,0,0,Cutey
94,86,70,74,75,45,60,50,33,35,47,17,24,18,22,31,31,6,16,10,7,11,1,0,0,1,Cutey
105,78,54,64,53,54,56,48,46,19,25,14,21,23,15,17,20,5,11,19,7,8,1,2,2,0,Cutey
99,69,79,67,69,62,63,33,55,32,33,18,19,19,21,25,23,13,22,9,10,15,0,0,0,1,Cutey
85,76,70,49,72,60,51,38,41,44,28,16,23,29,13,20,18,10,25,13,8,13,0,0,1,0,Cutey
97,115,74,100,79,58,74,54,56,39,30,22,45,18,26,23,20,10,23,18,11,12,2,0,0,1,Cutey
90,82,71,68,64,57,52,44,47,37,32,16,38,14,11,26,25,9,12,8,16,5,1,1,0,0,Cutey
56,59,43,57,30,25,32,38,19,20,21,11,15,10,13,9,24,10,6,4,9,6,0,0,0,0,Cutey
155,126,131,121,112,111,97,83,95,64,53,20,38,34,35,29,50,20,27,20,9,27,3,3,1,2,Cutey
109,102,73,83,75,64,75,42,47,48,36,34,54,15,28,19,35,17,19,16,14,9,2,3,0,1,Cutey
98,95,69,74,77,57,57,49,58,46,29,23,34,24,19,24,23,6,20,14,8,17,3,1,0,0,Cutey
94,84,62,54,60,44,50,36,37,35,24,15,15,22,14,22,17,12,18,9,10,10,1,3,0,0,Cutey
81,64,52,37,36,37,48,39,21,29,24,15,14,7,10,9,17,12,7,10,4,5,3,0,0,0,Cutey
63,63,53,53,52,46,45,23,25,39,32,15,13,14,13,13,10,4,2,10,12,7,0,0,0,1,Cutey
136,95,99,106,77,81,77,48,80,56,38,20,35,25,33,25,25,17,21,15,20,14,1,1,0,0,Cutey
77,62,53,49,60,41,48,41,26,30,24,20,24,14,12,13,9,7,11,17,8,3,2,2,0,1,Cutey
56,59,43,47,48,50,41,28,26,33,16,13,17,6,10,23,14,4,6,8,13,1,0,0,0,0,Cutey
92,75,70,71,62,52,49,40,26,41,31,18,22,18,17,20,39,10,10,13,8,6,4,3,1,0,Cutey
120,71,67,74,69,51,58,51,41,39,36,28,37,17,13,31,31,9,19,15,8,7,2,1,0,1,Cutey
83,74,59,72,59,46,53,47,27,44,31,18,23,19,10,18,21,5,17,13,8,7,2,1,0,0,Cutey
77,53,61,58,56,43,59,34,40,26,24,16,21,19,15,20,19,6,12,9,14,7,0,1,1,0,Cutey
57,74,47,52,50,40,29,32,35,26,16,17,17,13,8,12,14,7,7,11,7,8,0,2,1,1,Cutey
107,92,64,77,89,57,69,38,41,35,41,19,25,26,17,42,22,6,14,8,12,5,3,1,1,0,Cutey
100,99,75,82,58,60,52,37,63,29,31,29,20,25,21,19,23,6,26,18,6,11,3,1,0,0,Cutey
129,86,91,88,75,81,71,63,62,52,44,24,39,18,22,27,32,14,24,20,9,11,2,3,0,2,Cutey
111,80,63,76,72,51,66,43,38,32,30,17,29,26,13,29,18,13,22,22,9,12,3,3,0,2,Cutey
100,98,70,84,61,57,61,60,49,35,35,16,36,26,20,19,30,8,18,8,10,13,1,2,0,0,Cutey
112,119,88,83,96,104,88,46,69,47,41,28,37,17,25,36,28,14,20,24,7,7,0,5,2,0,Cutey
103,112,90,69,88,56,72,55,36,40,40,18,29,24,16,24,31,9,22,10,13,13,4,2,2,0,Cutey
116,100,85,78,78,67,70,58,50,48,36,19,34,19,18,21,28,11,15,8,17,15,2,1,0,2,Cutey
88,68,74,55,61,63,48,32,38,35,32,23,10,16,19,18,18,7,15,20,16,4,1,1,0,0,Cutey
90,85,50,76,56,62,47,45,38,32,19,18,29,7,13,15,22,8,16,6,10,14,2,0,0,0,Cutey
85,84,61,65,63,52,47,45,30,37,29,17,24,16,14,20,22,8,13,11,4,11,2,0,0,1,Cutey
190,134,112,125,103,94,82,81,55,58,55,45,51,26,49,24,29,39,27,22,10,10,5,2,2,0,Daneman
141,104,92,83,99,88,102,65,54,55,42,38,33,15,26,36,12,25,15,13,12,6,2,1,4,2,Daneman
201,126,116,112,101,107,73,98,68,57,59,45,49,27,38,31,24,34,25,13,28,12,3,0,0,1,Daneman
163,104,97,73,96,78,75,85,42,48,37,55,37,24,34,21,15,30,13,19,11,19,0,0,0,1,Daneman
121,82,75,83,90,55,63,54,54,44,41,23,24,19,28,18,17,15,17,19,10,11,2,1,6,0,Daneman
190,111,101,118,104,111,94,81,68,61,47,44,28,36,47,32,31,38,23,16,10,18,0,1,0,0,Daneman
136,87,103,98,106,75,96,56,52,43,42,53,43,29,33,23,13,23,12,19,12,11,4,7,1,1,Daneman
181,140,139,128,88,90,93,90,69,84,55,50,51,32,34,43,35,27,17,45,6,13,13,0,0,2,Daneman
95,82,93,84,83,71,61,47,49,40,34,21,23,26,27,24,20,14,19,20,12,9,1,1,1,0,Daneman
117,95,90,72,82,68,66,48,51,50,45,34,27,18,24,20,21,13,24,14,7,9,2,2,0,0,Daneman
103,91,76,87,62,59,68,59,47,33,32,19,31,13,19,16,20,13,20,14,7,18,0,4,1,0,Daneman
83,79,64,87,67,42,66,42,44,25,35,20,22,21,17,21,21,13,12,14,8,10,4,1,1,0,Daneman
128,91,74,91,76,61,81,73,60,35,32,30,34,27,21,31,21,14,22,25,15,9,2,0,0,0,Daneman
116,77,89,68,77,60,61,59,38,42,24,29,48,35,32,25,17,16,19,19,8,13,3,1,0,2,Daneman
152,115,123,105,93,87,94,95,46,71,50,44,57,18,21,18,23,27,26,16,19,14,6,1,4,9,Daneman
173,147,137,107,121,84,104,105,68,71,52,60,45,25,40,26,37,17,22,30,9,35,3,1,2,2,Daneman
151,133,106,129,81,68,91,75,79,38,48,28,54,31,17,40,37,32,38,17,15,10,1,0,0,0,Daneman
153,144,132,112,118,87,123,81,64,58,52,29,51,40,34,42,39,40,12,27,16,20,1,2,1,1,Daneman
163,154,149,134,133,118,120,96,82,71,45,37,49,43,34,34,32,33,14,30,16,17,4,2,6,2,Daneman
174,126,104,115,122,92,89,91,75,41,53,30,31,25,38,30,16,16,19,30,14,9,5,2,0,3,Daneman
90,85,81,68,67,55,60,53,36,20,43,19,36,28,22,18,13,18,11,13,8,5,1,0,0,1,Daneman
139,110,93,80,72,62,55,52,50,45,38,26,44,23,26,21,20,23,19,10,11,12,1,2,0,3,Daneman
94,89,71,82,72,71,60,45,45,28,27,20,29,25,22,29,19,27,13,18,12,8,1,3,1,2,Daneman
93,98,68,77,62,59,37,50,42,34,24,33,25,29,19,12,8,17,14,16,7,11,2,0,2,2,Daneman
131,107,87,76,72,73,57,55,52,69,36,29,41,21,36,14,21,24,17,16,15,10,0,3,3,0,Daneman
124,124,132,113,114,100,86,64,52,40,60,26,47,31,24,34,31,25,19,16,7,17,0,1,3,5,Daneman
79,78,72,90,63,53,60,36,40,37,35,25,29,21,17,29,17,20,20,10,8,9,1,6,1,0,Daneman
95,83,66,71,66,56,63,37,41,38,38,17,20,14,16,14,13,17,20,14,7,10,5,4,0,1,Daneman
126,96,135,76,107,78,88,75,57,46,51,18,30,32,35,18,17,14,20,9,28,10,3,1,0,0,Daneman
120,100,81,96,95,86,82,66,38,58,39,27,28,27,21,28,20,19,25,21,8,25,4,0,4,1,Daneman
116,98,103,78,95,88,78,54,54,42,41,22,27,26,25,18,26,33,12,25,10,17,4,0,1,1,Daneman
138,121,97,110,86,63,83,60,67,53,55,22,34,27,24,28,23,17,33,25,14,14,5,2,3,0,Daneman
121,104,85,87,104,74,80,68,60,33,49,33,33,30,33,19,20,14,29,19,9,16,1,2,1,2,Daneman
90,101,88,77,76,58,81,68,39,29,33,45,32,13,12,17,15,13,11,16,5,15,1,3,0,0,Daneman
99,87,64,95,72,61,62,53,41,32,25,36,34,11,22,22,33,15,21,9,13,23,2,1,2,0,Daneman
130,88,95,98,90,82,74,62,78,49,41,25,35,28,26,19,28,21,30,28,13,6,1,1,0,0,Daneman
143,110,100,94,100,71,103,88,56,42,40,34,45,26,36,30,33,16,12,16,15,25,4,4,0,4,Daneman
