@relation amazonReview
@attribute "-" numeric
@attribute ")" numeric
@attribute "(" numeric
@attribute "/" numeric
@attribute "_" numeric
@attribute "*" numeric
@attribute "+" numeric
@attribute "&" numeric
@attribute "%" numeric
@attribute "~" numeric
@attribute "$" numeric
@attribute "]" numeric
@attribute "[" numeric
@attribute "#" numeric
@attribute "\\" numeric
@attribute "=" numeric
@attribute "`" numeric
@attribute "<" numeric
@attribute ">" numeric
@attribute "|" numeric
@attribute class {Agresti, Ashbacher, Auken, Beauchamp, Blankenship, Brody, Brown, Bukowsky, CFH, Calvinnme, Chachra, Chandler, Chell, Cholette, Comdet, Corn, Cruiser, Cutey, Daneman, Davisson, Dent, Duff, Engineer, Goonan, Grove, Harp, Hayes, Janson, Johnson, Koenig}
@data
5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cutey
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutey
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Daneman
0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,Daneman
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daneman
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,Davisson
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Davisson
2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
4,2,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
14,2,2,4,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,Dent
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
8,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dent
10,2,2,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,Dent
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
8,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
10,1,1,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dent
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Dent
17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
16,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dent
15,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
9,1,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
20,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
3,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dent
1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
6,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Duff
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Duff
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
7,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duff
9,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Engineer
20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Engineer
17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Engineer
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Engineer
6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
6,2,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Engineer
11,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
14,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
14,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
7,5,5,4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,Engineer
12,7,7,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,Engineer
12,7,7,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,Engineer
14,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Engineer
3,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
2,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Engineer
2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,8,8,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,Engineer
10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,4,4,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,0,Engineer
7,3,3,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,Engineer
12,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
5,5,5,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,Engineer
10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Engineer
13,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
17,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Engineer
18,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Engineer
7,4,4,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Engineer
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Engineer
9,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Engineer
2,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Engineer
3,5,5,0,0,1,0,0,2,0,0,2,2,0,0,1,0,0,0,0,Engineer
3,3,3,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,Engineer
3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Goonan
7,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Goonan
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goonan
